번호,종목명,평가액 (억원),자산군 내 비중, 지분율
3213,RAMBUS INC,11 ,0.00%,0.02%
3214,JACKSON FINANCIAL INC A,11 ,0.00%,0.03%
3215,TOHO TITANIUM CO LTD,11 ,0.00%,0.06%
3216,ASSET WORLD CORP PCL NVDR,11 ,0.00%,0.01%
3217,PIEDMONT OFFICE REALTY TRU A,11 ,0.00%,0.07%
3218,EIZO CORP,11 ,0.00%,0.15%
3219,TRE HOLDINGS CORP,11 ,0.00%,0.15%
3220,EURONEXT NV,11 ,0.00%,0.01%
3221,OX2 AB,11 ,0.00%,0.04%
3222,CHINA EASTERN AIRLINES CO A,11 ,0.00%,0.01%
3223,NIPPON ELECTRIC GLASS CO LTD,11 ,0.00%,0.05%
3224,OOMA INC,11 ,0.00%,0.25%
3225,STORA ENSO OYJ R SHS,11 ,0.00%,0.01%
3226,ICF INTERNATIONAL INC,11 ,0.00%,0.04%
3227,NORTHWEST PIPE CO,11 ,0.00%,0.25%
3228,NINGBO JIFENG AUTO PARTS C A,10 ,0.00%,0.03%
3229,GEMDALE CORP A,10 ,0.00%,0.01%
3230,MINGYUE OPTICAL LENS CO LT A,10 ,0.00%,0.07%
3231,SMURFIT KAPPA GROUP PLC,10 ,0.00%,0.01%
3232,SATELLITE CHEMICAL CO LTD A,10 ,0.00%,0.01%
3233,WORLD HOLDINGS CO LTD,10 ,0.00%,0.25%
3234,WILMAR INTERNATIONAL LTD,10 ,0.00%,0.00%
3235,XINJIANG XINTAI NATURAL GA A,10 ,0.00%,0.06%
3236,K S HOLDINGS CORP,10 ,0.00%,0.04%
3237,SHANXI COKING COAL ENERGY A,10 ,0.00%,0.01%
3238,TCL TECHNOLOGY GROUP CORP A,10 ,0.00%,0.01%
3239,CHAOZHOU THREE CIRCLE GROU A,10 ,0.00%,0.01%
3240,OPPEIN HOME GROUP INC A,10 ,0.00%,0.01%
3241,EREX CO LTD,10 ,0.00%,0.08%
3242,FRANKLIN COVEY CO,10 ,0.00%,0.12%
3243,EVERBRIGHT SECURITIE CO  A,10 ,0.00%,0.01%
3244,ENDEAVOUR GROUP LTD/AUSTRALI,10 ,0.00%,0.01%
3245,GLOBAL POWER SYNERGY NVDR,10 ,0.00%,0.01%
3246,UNISPLENDOUR CORP LTD A,10 ,0.00%,0.01%
3247,COROMANDEL INTERNATIONAL LTD,10 ,0.00%,0.03%
3248,COFCO BIOTECHNOLOGY CL LT A,10 ,0.00%,0.04%
3249,DISCO CORP,10 ,0.00%,0.01%
3250,AECOM,10 ,0.00%,0.01%
3251,HUIZHOU DESAY SV AUTOMOTIV A,10 ,0.00%,0.01%
3252,SECUNET SECURITY NETWORKS AG,10 ,0.00%,0.06%
3253,CHINA EVERGRANDE GROUP,10 ,0.00%,0.03%
3254,HARBORONE BANCORP INC,10 ,0.00%,0.12%
3255,METSO OUTOTEC OYJ,10 ,0.00%,0.01%
3256,XVIVO PERFUSION AB,10 ,0.00%,0.15%
3257,JIANGSU ZHONGTIAN TECHNOLO A,10 ,0.00%,0.01%
3258,NEW HOPE LIUHE CO LTD A,10 ,0.00%,0.01%
3259,MITSUBISHI SHOKUHIN CO LTD,10 ,0.00%,0.08%
